Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
a7b1943e-4400-ed7b-2b1f-67b40f8f36e2,1976-02-19,,999-41-4188,S99982232,X82230588X,Mr.,Rosario163,,Runolfsson901,,,S,white,nonhispanic,M,Boston  Massachusetts  US,279 Pfannerstill Pathway,Milton,Massachusetts,Norfolk County,25021,02186,42.22887244291295,-71.11183655990015,99529.96,26262.28,837723
f0af24ba-22df-a2a6-ca80-9814fb6febff,1980-06-26,,999-17-4968,S99974629,X57067283X,Mr.,Caleb651,Mitchell808,Wiza601,,,M,white,hispanic,M,Swansea  Massachusetts  US,150 Watsica Dam,Agawam,Massachusetts,Hampden County,25013,01030,42.119665041008176,-72.69659106495038,112111.50,0.00,58325
6550f07d-78c7-bd66-5faa-a6aa4604e490,2005-09-06,,999-88-4335,S99923165,X23258238X,Mr.,Junior695,Rory188,Cremin516,,,,white,nonhispanic,M,Lynn  Massachusetts  US,520 Reynolds Grove Apt 81,Yarmouth,Massachusetts,Barnstable County,,00000,41.7202906256758,-70.25182290604654,74312.09,616834.80,26493
c53d3c4b-b3b9-3303-5a5b-ee949726f4ca,2009-11-18,,999-27-7698,S99946976,,,Sharyn437,,VonRueden376,,,,white,nonhispanic,F,Woburn  Massachusetts  US,348 Dooley Frontage road Suite 71,Marlborough,Massachusetts,Middlesex County,25017,01752,42.36142722203717,-71.5134079425191,36135.87,26.76,905454
a56f7570-fa42-cebe-bded-330118a4268c,2003-10-05,,999-23-8973,S99941675,X48394347X,Mr.,Stuart913,Issac619,Price929,,,,white,nonhispanic,M,Northampton  Massachusetts  US,107 Leannon Passage Apt 66,Worcester,Massachusetts,Worcester County,25027,01608,42.380027145110404,-71.80908497434591,43360.92,15633.17,32311
6275db11-d13f-3576-ca29-c3f6247ac2dc,2007-08-09,,999-55-9695,S99944025,,Ms.,Teri144,Layne115,Hilpert278,,,,other,nonhispanic,F,Rockland  Massachusetts  US,1038 Quitzon Lock Suite 18,Waltham,Massachusetts,Middlesex County,25017,02472,42.366710676840846,-71.20453306255423,70888.68,75680.12,74220
5fb3b9bc-eba6-e693-4e05-6bd91dbea56b,2017-09-05,,999-91-1975,,,,Galen747,Scott935,Koelpin146,,,,white,nonhispanic,M,Holbrook  Massachusetts  US,168 Murazik Terrace,Quincy,Massachusetts,Norfolk County,25021,02170,42.26048604451153,-71.02512729234769,30655.65,0.00,46761
f9dd6522-9d7a-93cd-c9c9-4fe118627441,1991-06-10,,999-21-2090,S99950509,X52080778X,Ms.,Peggie783,Ima629,Wiza601,,,S,white,nonhispanic,F,Dracut  Massachusetts  US,434 Koelpin Arcade,West Springfield,Massachusetts,Hampden County,25013,01089,42.09090611901511,-72.61294556640303,71797.65,336172.75,76020
994d6249-48af-8064-c677-0fb58b1b59a8,1951-07-20,,999-83-4738,S99964315,X44218145X,Mr.,Hai304,,Marvin195,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,471 Mosciski Center Apt 23,Peabody,Massachusetts,Essex County,25009,01960,42.556539268829276,-70.9789267585948,17022.55,900489.09,2326
e4dffd18-650e-d1a9-f0bb-df102547605e,1993-12-22,,999-81-8799,S99973812,X56094586X,Mrs.,Alejandrina481,,Denesik803,,Wisoky380,M,white,nonhispanic,F,Monomoscoy Island  Massachusetts  US,234 Kuhn Gardens Apt 2,Boston,Massachusetts,Suffolk County,25025,02136,42.28274948068507,-71.17424316256192,112908.22,781679.81,185567
50ad813c-cbc2-47aa-eaaa-8694cbcd66c9,2022-07-01,,999-15-2028,,,,Randal152,Walton167,Gusikowski974,,,,white,nonhispanic,M,Vineyard Haven  Massachusetts  US,423 Cassin Center Apt 5,Agawam,Massachusetts,Hampden County,25013,01030,42.08870215095944,-72.63298083819818,695.86,16768.72,23092
e632520a-2e4f-3419-c0f1-1f7b89f11d9c,1964-09-13,,999-67-4307,S99959995,X76050000X,Mrs.,Katherine209,Lieselotte680,Herzog843,,Schamberger479,D,white,nonhispanic,F,Springfield  Massachusetts  US,676 Konopelski Vista Unit 69,Rockland,Massachusetts,Plymouth County,,00000,42.10281268055316,-70.90121885041935,284144.63,328395.55,138280
6e6a4d89-4709-5549-d696-94a38122b047,1986-02-18,,999-17-3257,S99993415,X7148000X,Mrs.,Jammie261,Madge238,Skiles927,,Gaylord332,M,white,nonhispanic,F,Gill  Massachusetts  US,845 Streich View Unit 45,Boston,Massachusetts,Suffolk County,25025,02109,42.37107534324914,-71.11434439247643,147330.16,792972.00,27257
c66e4f6a-5dd7-04e6-a6c2-b9f4122446d2,1956-04-06,,999-38-9157,S99956346,X58483083X,Mr.,Xavier983,Toby274,VonRueden376,,,M,white,nonhispanic,M,Greenfield  Massachusetts  US,1089 Hahn Way Unit 93,Yarmouth,Massachusetts,Barnstable County,,00000,41.715402391417044,-70.27307585261315,13604.38,220217.99,22153
715724a5-2018-a4ef-8f62-42ec13f9c91d,1941-11-24,,999-84-8728,S99951762,X62285417X,Mrs.,Rosella686,Ryan260,Wuckert783,,Parker433,M,white,nonhispanic,F,Southbridge  Massachusetts  US,789 Weissnat Burg,Wakefield,Massachusetts,Middlesex County,25017,01880,42.46288022737474,-71.03497924381752,838862.68,181726.59,62618
4760e5e7-fa82-b084-95cb-bb4564d42496,1953-11-01,,999-59-3765,S99993893,X53559438X,Ms.,Genoveva361,Lilliam592,Morar593,,,S,white,nonhispanic,F,Chelmsford  Massachusetts  US,852 Runolfsson Lane Apt 56,Plympton,Massachusetts,Plymouth County,,00000,41.98891394871307,-70.83148546014188,260879.46,401135.87,77958
ce2e160d-4a41-c64a-859f-2653d0ec39ad,1991-03-12,,999-82-8005,S99974863,X57873615X,Mr.,Bradly656,,Zemlak964,,,M,white,nonhispanic,M,Dover  Massachusetts  US,595 Parisian Avenue,Boston,Massachusetts,Suffolk County,25025,02120,42.29273594993021,-71.09616125989548,54869.21,186252.31,198717
18b101ed-6582-7193-5a1a-cac8e8de151c,2011-12-27,,999-47-2612,,,,Ivory697,Sam879,Miller503,,,,white,nonhispanic,M,Watertown  Massachusetts  US,359 Nitzsche Crossing,Westfield,Massachusetts,Hampden County,25013,01086,42.1084287062702,-72.72799251708312,31996.39,19557.98,28203
55133401-cd51-32bc-3046-82cb0a11d3da,1969-09-29,,999-94-9046,S99915578,X46448639X,Mr.,Joesph309,Young120,Blanda868,,,M,white,nonhispanic,M,Douglas  Massachusetts  US,746 Treutel Ferry,Lynn,Massachusetts,Essex County,25009,01907,42.423071385257124,-70.94052200222924,91421.61,156790.11,25783
23c94034-f050-04d5-c5a3-2d42bf3ccc7f,2024-05-11,,999-76-8806,,,,Talitha643,,Bergnaum523,,,,white,hispanic,F,Newton  Massachusetts  US,800 Schmitt Boulevard Apt 23,Cambridge,Massachusetts,Middlesex County,25017,02140,42.41303081195031,-71.10684163466209,6209.54,0.00,182688
bec25def-e2ce-2fe3-4022-747293bc775e,1963-07-15,,999-21-7720,S99955284,X51862007X,Mr.,Martín25,,Cervántez278,,,M,white,hispanic,M,San Jose  San Jose  CR,357 Schmidt Way,Boston,Massachusetts,Suffolk County,25025,02215,42.30584940064272,-71.10392726235979,165250.70,34467.51,875378
2bbd76b7-e9a4-0597-7752-c228b9ffe6c1,1963-02-26,2019-12-20,999-80-3561,S99944689,X57140481X,Mrs.,Lois157,,Farrell962,,Nienow652,M,black,nonhispanic,F,Boston  Massachusetts  US,650 Olson Station,Winthrop,Massachusetts,Suffolk County,25025,02128,42.40104541253845,-71.02318625295315,180656.85,776602.63,193916
06eb6dda-a918-928f-76cf-6bf370cf2014,2017-06-24,,999-92-3855,,,,Kenneth671,Vincent299,Ritchie586,,,,white,nonhispanic,M,Braintree  Massachusetts  US,343 Wisozk Hollow,Saugus,Massachusetts,Essex County,25009,01906,42.47477453992514,-70.99558658254415,15510.78,1642.82,97576
13bbd9ac-5c42-f173-5411-4e30e7da9e8d,1961-12-12,2024-03-06,999-19-5726,S99916050,X23539457X,Mrs.,Zina602,Joyce806,Mueller846,,Parisian75,M,black,nonhispanic,F,Lynn  Massachusetts  US,614 Wisoky Neck Suite 35,Springfield,Massachusetts,Hampden County,25013,01104,42.090036329132445,-72.59559123267172,26875.97,996355.31,12354
17cb5ccc-4c1f-9747-f535-e57cd464679d,2016-11-15,,999-74-5756,,,,Jefferson174,Renaldo199,Dach178,,,,white,nonhispanic,M,Millis  Massachusetts  US,804 Nolan Haven,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.92778005644695,-70.98367305461909,35321.96,1611.39,97196
8c5fa9a2-4100-1e1c-1287-7effbfe0c0d2,1980-11-26,,999-72-6214,S99920398,X52194571X,Mrs.,Rubie803,Angle307,Smitham825,,King743,M,white,nonhispanic,F,Malden  Massachusetts  US,685 Batz Trafficway,Everett,Massachusetts,Middlesex County,25017,02149,42.44898777553662,-71.03233660443625,14902.18,653617.63,18729
fe5ac0e9-31c0-5d7b-5678-e94e869b6644,1963-02-26,,999-87-9619,S99967016,X16682832X,Mrs.,Nakia544,,Herzog843,,Orn563,M,black,nonhispanic,F,Brookline  Massachusetts  US,114 Cruickshank Track,Winthrop,Massachusetts,Suffolk County,25025,02128,42.37407186527311,-70.95003149653743,395238.09,921600.87,193916
f310f68c-8c7a-cd56-0a6f-75a59d74b8a9,1961-12-12,,999-32-9055,S99979733,X4641596X,Mrs.,Floria545,Salome647,Schumm995,,Will178,M,black,nonhispanic,F,Bourne  Massachusetts  US,1090 Gorczany Lock Suite 44,Springfield,Massachusetts,Hampden County,25013,01106,42.05019324520122,-72.54683500957286,17999.13,1197903.37,12354
